corp_code,corp_name,corp_name_norm,stock_code,source
00914280,경성리빙테크,경성리빙테크,,DART:corpCode
01044180,효성푸드,효성푸드,,DART:corpCode
00567143,농업회사법인하이팜,농업회사법인하이팜,,DART:corpCode
01069754,뉴트리니티괴산제사차,뉴트리니티괴산제사차,,DART:corpCode
01069833,휴넥스젠홀딩스,휴넥스젠홀딩스,,DART:corpCode
00427313,한국존슨다이버시,한국존슨다이버시,,DART:corpCode
00895772,케이제이스틸,케이제이스틸,,DART:corpCode
00111467,대영항만건설,대영항만건설,,DART:corpCode
00497622,나인스개발,나인스개발,,DART:corpCode
00670128,유니데이타커뮤니케이션,유니데이타커뮤니케이션,,DART:corpCode
00688695,드림하우스,드림하우스,,DART:corpCode
00567949,디씨엠그룹,디씨엠그룹,,DART:corpCode
00914800,원스틸,원스틸,,DART:corpCode
00942548,한신상사,한신상사,,DART:corpCode
00629984,울산신정제이차푸르지오제일,울산신정제이차푸르지오제일,,DART:corpCode
00898520,오산에프앤씨제일차,오산에프앤씨제일차,,DART:corpCode
00685041,선우에너지,선우에너지,,DART:corpCode
00838148,부송개발,부송개발,,DART:corpCode
00895569,광호건영,광호건영,,DART:corpCode
00804822,랜드마크디앤엠,랜드마크디앤엠,,DART:corpCode
00895684,네오위즈아이엔에스,네오위즈아이엔에스,,DART:corpCode
00934804,제이알파,제이알파,,DART:corpCode
00934813,제이브라보,제이브라보,,DART:corpCode
00878340,평택송담제일차,평택송담제일차,,DART:corpCode
00947710,유비제육차유동화전문유한회사,유비제육차유동화전문유한회사,,DART:corpCode
00536639,아이비컴,아이비컴,,DART:corpCode
00881797,호벤,호벤,,DART:corpCode
00939517,오스트로브릿지,오스트로브릿지,,DART:corpCode
00574709,아이셀론,아이셀론,,DART:corpCode
00943398,선경워텍,선경워텍,,DART:corpCode
00814069,일양이엔씨,일양이엔씨,,DART:corpCode
00572941,제일장식개발,제일장식개발,,DART:corpCode
00967510,골든하베스트인터내셔널,골든하베스트인터내셔널,,DART:corpCode
00788153,금호렌터카글로벌,금호렌터카글로벌,,DART:corpCode
00768609,케이티씨텔레콤,KT씨텔레콤,,DART:corpCode
00963091,인베스트오렌지,인베스트오렌지,,DART:corpCode
00838403,휴텍,휴텍,,DART:corpCode
00910080,한성금속,한성금속,,DART:corpCode
00655697,랜드코리아,랜드코리아,,DART:corpCode
00862923,레이스전자,레이스전자,,DART:corpCode
00958071,제이에스건설산업,제이에스건설산업,,DART:corpCode
00895037,보승개발,보승개발,,DART:corpCode
00943583,일성화학공업,일성화학공업,,DART:corpCode
00943246,질코,질코,,DART:corpCode
00807980,그랑하우징,그랑하우징,,DART:corpCode
00944096,동성스틸,동성스틸,,DART:corpCode
00487980,완도어패럴,완도어패럴,,DART:corpCode
00940601,비왕산업,비왕산업,,DART:corpCode
00940771,엔비산업,엔비산업,,DART:corpCode
00399773,케이피케미칼,케이피케미칼,064420,DART:corpCode
00920874,녹산무역,녹산무역,,DART:corpCode
00257909,인천공항외항사터미널,인천공항외항사터미널,,DART:corpCode
00939793,엔이티,엔이티,,DART:corpCode
00655280,아이비피에프트리,아이비피에프트리,,DART:corpCode
00960377,케이원남원주,케이원남원주,,DART:corpCode
00667674,그린시티컨설팅,그린시티컨설팅,,DART:corpCode
00820848,용무지개발,용무지개발,,DART:corpCode
00257529,이루넷,이루넷,041030,DART:corpCode
00869485,태정바이오텍,태정바이오텍,,DART:corpCode
00605498,엔에스이엔씨,엔에스이엔씨,,DART:corpCode
00767725,오크트리개발,오크트리개발,,DART:corpCode
00938457,아큐라텍,아큐라텍,,DART:corpCode
00567976,홈맥스,홈맥스,,DART:corpCode
00620813,한울,한울,,DART:corpCode
00370404,백산티엔에스,백산티엔에스,,DART:corpCode
00413781,씨케이엔씨,씨케이엔씨,,DART:corpCode
00924551,하이엔드,하이엔드,,DART:corpCode
00820486,경남산업,경남산업,,DART:corpCode
00448024,씨케이티,씨KT,,DART:corpCode
00918958,성진일렉트로닉스,성진일렉트로닉스,,DART:corpCode
00967617,ClearVisionInvestmentLimited,CLEARVISIONINVESTMENTLIMITED,,DART:corpCode
00841337,티디엠하우징,티디엠하우징,,DART:corpCode
00804114,대신증권그로쓰알파기업인수목적,대신증권그로쓰알파기업인수목적,123550,DART:corpCode
00416706,유에이블,유에이블,071530,DART:corpCode
00830641,용인남곡제일차,용인남곡제일차,,DART:corpCode
00830650,용인남곡제이차,용인남곡제이차,,DART:corpCode
00834814,지텀,지텀,,DART:corpCode
00690724,케이엘건설,케이엘건설,,DART:corpCode
00993667,사푸안코리아,사푸안코리아,,DART:corpCode
00993746,칼제십차유동화전문유한회사,칼제십차유동화전문유한회사,,DART:corpCode
00899495,동신산업(자),동신산업(자),,DART:corpCode
00998246,더블퍼스트13유동화전문유한회사,더블퍼스트13유동화전문유한회사,,DART:corpCode
00998264,더블퍼스트15유동화전문유한회사,더블퍼스트15유동화전문유한회사,,DART:corpCode
00410757,코스페이스,코스페이스,,DART:corpCode
01000973,카이로스엔터프라이즈,카이로스엔터프라이즈,,DART:corpCode
00131276,서일상호저축은행,서일상호저축은행,,DART:corpCode
00844680,캠코밸류리크리에이션제십이차유동화전문유한회사,캠코밸류리크리에이션제십이차유동화전문유한회사,,DART:corpCode
00845069,2010신보뉴챌린지건설제1호유동화전문유한회사,2010신보뉴챌린지건설제1호유동화전문유한회사,,DART:corpCode
00517759,엔카네트워크,엔카네트워크,,DART:corpCode
00985880,이니티움2013사모투자전문회사,이니티움2013사모투자전문회사,,DART:corpCode
00502508,분당중계유동화전문유한회사,분당중계유동화전문유한회사,,DART:corpCode
00909668,코에프씨교보한화그로쓰챔프2010의6호사모투자전문회사,코에프씨교보한화그로쓰챔프2010의6호사모투자전문회사,,DART:corpCode
01006010,횡성유선방송,횡성유선방송,,DART:corpCode
00868583,이화산업,이화산업,,DART:corpCode
00580135,정산철강,정산철강,,DART:corpCode
00979092,해저식품,해저식품,,DART:corpCode
00817686,산건설,산건설,,DART:corpCode
00912820,합정도시정비이구역제사차,합정도시정비이구역제사차,,DART:corpCode
00912811,합정도시정비이구역제삼차,합정도시정비이구역제삼차,,DART:corpCode
00993816,파크벤월든메니지먼트브이아이,파크벤월든메니지먼트브이아이,,DART:corpCode
00993922,누리서울타워,누리서울타워,,DART:corpCode
00942584,탑클래스이천,탑클래스이천,,DART:corpCode
00665904,온리원,온리원,,DART:corpCode
00929866,미래씨엔피,미래씨엔피,,DART:corpCode
00678087,엘문도,엘문도,,DART:corpCode
00977012,나비오스쉽매니지먼트아이앤씨,나비오스쉽매니지먼트아이앤씨,,DART:corpCode
00766692,에코원건설,에코원건설,,DART:corpCode
00861632,에코원에셋,에코원에셋,,DART:corpCode
00668682,미우주택건설,미우주택건설,,DART:corpCode
00890111,평택용죽개발프로젝트제이차,평택용죽개발프로젝트제이차,,DART:corpCode
00924506,에스피비에스티제일차,에스피비에스티제일차,,DART:corpCode
00574639,에너지농장,에너지농장,,DART:corpCode
00943529,명성트랙,명성트랙,,DART:corpCode
00925888,청산건설,청산건설,,DART:corpCode
00811363,엘앤제이파트너스,엘앤제이파트너스,,DART:corpCode
00822800,뜨레봄,뜨레봄,,DART:corpCode
00332538,푸른일삼일팔,푸른일삼일팔,,DART:corpCode
00788241,국제건설,국제건설,,DART:corpCode
00993029,에이나인,에이나인,,DART:corpCode
00998723,케이팍스,케이팍스,,DART:corpCode
00542968,종로학평,종로학평,,DART:corpCode
00995054,이에이알제삼차유동화전문유한회사,이에이알제삼차유동화전문유한회사,,DART:corpCode
00881548,코에프씨스틱그로쓰챔프2010의2호사모투자전문회사,코에프씨스틱그로쓰챔프2010의2호사모투자전문회사,,DART:corpCode
00830766,스틱코리아신성장동력첨단융합사모투자전문회사,스틱코리아신성장동력첨단융합사모투자전문회사,,DART:corpCode
00955506,스틱세컨더리제삼호사모투자전문회사,스틱세컨더리제삼호사모투자전문회사,,DART:corpCode
00996576,서안바이오,서안바이오,,DART:corpCode
00996080,제이디씨,제이디씨,,DART:corpCode
00974699,마이샵제나,마이샵제나,,DART:corpCode
00982263,경기광업,경기광업,,DART:corpCode
00952004,색동이제십이차유동화전문유한회사,색동이제십이차유동화전문유한회사,,DART:corpCode
00983989,두산캐피탈제사차유동화전문유한회사,두산캐피탈제사차유동화전문유한회사,,DART:corpCode
00260107,신원회계법인,신원회계법인,,DART:corpCode
00989965,파트라시스템,파트라시스템,,DART:corpCode
00846059,예나래저축은행,예나래저축은행,,DART:corpCode
00940160,대진어업,대진어업,,DART:corpCode
00606132,부원회계법인,부원회계법인,,DART:corpCode
00433271,코오롱씨앤씨,코오롱씨앤씨,,DART:corpCode
00858258,회계법인바른,회계법인바른,,DART:corpCode
00777120,엠케이비앤에프,엠KB앤에프,,DART:corpCode
00995656,위씨티유동화전문유한회사,위씨티유동화전문유한회사,,DART:corpCode
00995665,케이오에이치제일차유동화전문유한회사,케이오에이치제일차유동화전문유한회사,,DART:corpCode
00995674,"PineBridgeAsiaPartnersII,L.P.",PINEBRIDGEASIAPARTNERSIIL.P.,,DART:corpCode
00956161,리차드텍,리차드텍,,DART:corpCode
00971513,청노루,청노루,,DART:corpCode
00572525,한백산업개발,한백산업개발,,DART:corpCode
00679004,아이에프이지개발,아이에프이지개발,,DART:corpCode
00632234,프린스디씨엠,프린스디씨엠,,DART:corpCode
00662916,현양,현양,,DART:corpCode
00941707,이아스물류,이아스물류,,DART:corpCode
00573463,금보디앤씨,금보디앤씨,,DART:corpCode
00672746,청광엠디,청광엠디,,DART:corpCode
00928335,찬구화학,찬구화학,,DART:corpCode
00572738,광명주택개발,광명주택개발,,DART:corpCode
00963888,청운종합건설,청운종합건설,,DART:corpCode
00874636,극동씨앤디,극동씨앤디,,DART:corpCode
00922933,한국마그네스,한국마그네스,,DART:corpCode
00972664,다물코바,다물코바,,DART:corpCode
00799520,한국연합복권,한국연합복권,,DART:corpCode
00579634,엠에이치에셋,엠에이치에셋,,DART:corpCode
00665649,뉴코씨티건설,뉴코씨티건설,,DART:corpCode
00867131,뷰쎌,뷰쎌,,DART:corpCode
00998848,프라임씨엔디,프라임씨엔디,,DART:corpCode
00991207,씨엠지초록별,씨엠지초록별,,DART:corpCode
00928991,에이치디산업개발,HD산업개발,,DART:corpCode
00982661,동신에코텍,동신에코텍,,DART:corpCode
00782405,캠코밸류리크리에이션제육차유동화전문유한회사,캠코밸류리크리에이션제육차유동화전문유한회사,,DART:corpCode
00960085,연합충무,연합충무,,DART:corpCode
00982643,믿음,믿음,,DART:corpCode
01003916,DenverInvestments,DENVERINVESTMENTS,,DART:corpCode
00953094,폴라리스엠넷,폴라리스엠넷,,DART:corpCode
00792147,농업회사법인새만금팜,농업회사법인새만금팜,,DART:corpCode
00360869,아이큐브,아이큐브,,DART:corpCode
00833392,신보뉴챌린지2010제4차유동화전문유한회사,신보뉴챌린지2010제4차유동화전문유한회사,,DART:corpCode
00979649,에프엔중동3유동화전문유한회사,에프엔중동3유동화전문유한회사,,DART:corpCode
00952156,엘에이치마이홈오차유동화전문유한회사,엘에이치마이홈오차유동화전문유한회사,,DART:corpCode
00829353,케이엘씨제이차유동화전문유한회사,케이엘CJ차유동화전문유한회사,,DART:corpCode
00976712,지에이치씨,지에이치씨,,DART:corpCode
00983402,축원건설,축원건설,,DART:corpCode
01006630,미라클제오차,미라클제오차,,DART:corpCode
01006676,동천개발제이차,동천개발제이차,,DART:corpCode
00864435,리원트랙,리원트랙,,DART:corpCode
00920397,웰트라,웰트라,,DART:corpCode
00210546,영진인프라콘,영진인프라콘,,DART:corpCode
00939890,세스코,세스코,,DART:corpCode
00987912,서진아이앤디,서진아이앤디,,DART:corpCode
00570439,동양비젼,동양비젼,,DART:corpCode
00510686,다듬종합건설,다듬종합건설,,DART:corpCode
01026290,조흥포장,조흥포장,,DART:corpCode
00972354,신한디앤씨,신한디앤씨,,DART:corpCode
00924232,천일석유,천일석유,,DART:corpCode
00402679,신화오플라,신화오플라,,DART:corpCode
00491099,춘강물산,춘강물산,,DART:corpCode
00535995,모스산업,모스산업,,DART:corpCode
00648572,신세기에스에프에스,신세기에스에프에스,,DART:corpCode
00972734,에이텍(ATEC),에이텍(ATEC),,DART:corpCode
00674726,한성팜,한성팜,,DART:corpCode
00678607,대보팍스,대보팍스,,DART:corpCode
00486857,한언,한언,,DART:corpCode
00815819,옥승이엔씨,옥승이엔씨,,DART:corpCode
00987550,동참,동참,,DART:corpCode
01010891,세정아이앤씨,세정아이앤씨,,DART:corpCode
00503349,우리인베스트먼트,우리인베스트먼트,,DART:corpCode
00673897,다솔,다솔,,DART:corpCode
01025769,송둘라모터스,송둘라모터스,,DART:corpCode
01022009,엠에스씨플렉스,엠에스씨플렉스,,DART:corpCode
00789824,몰트홀딩,몰트홀딩,,DART:corpCode
00606266,씨제이헬로비전신라방송,CJ헬로비전신라방송,,DART:corpCode
00804266,욱일정밀,욱일정밀,,DART:corpCode
00767150,제이케이케이중공업,제이케이케이중공업,,DART:corpCode
00972725,태경중공업,태경중공업,,DART:corpCode
00983545,우성테크,우성테크,,DART:corpCode
00584326,한국카스코,한국카스코,,DART:corpCode
00768788,우림테크노,우림테크노,,DART:corpCode
00787914,기흥개발,기흥개발,,DART:corpCode
00835992,대현중공업,대현중공업,,DART:corpCode
00871675,제너렉스,제너렉스,,DART:corpCode
00658296,케이디씨,케이디씨,,DART:corpCode
00966946,지오,지오,,DART:corpCode
00914527,제이엔피,제이엔피,,DART:corpCode
00961163,성보철강,성보철강,,DART:corpCode
01014143,유베스트제삼차유동화전문유한회사,유베스트제삼차유동화전문유한회사,,DART:corpCode
01030725,한국메탈,한국메탈,,DART:corpCode
01029181,비디홀딩스,비디홀딩스,,DART:corpCode
00840310,동해중공업,동해중공업,,DART:corpCode
00667106,우진시스템,우진시스템,,DART:corpCode
00769875,아이온에프앤지,아이온에프앤지,,DART:corpCode
00443348,유디아,유디아,,DART:corpCode
00983846,앨로이에이앤지제삼차,앨로이에이앤지제삼차,,DART:corpCode
01025361,데이드림건설,데이드림건설,,DART:corpCode
01026351,페이뱅크,페이뱅크,,DART:corpCode
00453211,프러스상사,프러스상사,,DART:corpCode
00610232,신안중공업,신안중공업,,DART:corpCode
00451745,삼양산업,삼양산업,,DART:corpCode
00872823,신영,신영,,DART:corpCode
00958965,버금시스템,버금시스템,,DART:corpCode
00148319,제일도기,제일도기,,DART:corpCode
01015179,게임마케팅앤비즈니스,게임마케팅앤비즈니스,,DART:corpCode
01022018,행복도시3상가개발,행복도시3상가개발,,DART:corpCode
00521798,대명화학,대명화학,,DART:corpCode
01022911,성진스틸,성진스틸,,DART:corpCode
00973335,보노베스트제일차,보노베스트제일차,,DART:corpCode
00454195,우림건설산업,우림건설산업,,DART:corpCode
00621830,화인멀티기획,화인멀티기획,,DART:corpCode
01014754,지오에프에셋,지오에프에셋,,DART:corpCode
00779757,우리에프앤아이제십삼차유동화전문유한회사,우리에프앤아이제십삼차유동화전문유한회사,,DART:corpCode
00587572,블루홀딩스,블루홀딩스,,DART:corpCode
00877934,진양기계제작소,진양기계제작소,,DART:corpCode
00674559,삼정디씨피,삼정디씨피,,DART:corpCode
00619288,강현건설,강현건설,,DART:corpCode
01022665,두암주택,두암주택,,DART:corpCode
00570217,여명,여명,,DART:corpCode
00988081,현보,현보,,DART:corpCode
00576895,우림이비즈,우림이비즈,,DART:corpCode
00689348,월드인더스트리,월드인더스트리,,DART:corpCode
00578820,트럼프코리아상암,트럼프코리아상암,,DART:corpCode
00971160,후론티어,후론티어,,DART:corpCode
00984687,보고인터내셔날아이엔씨,보고인터내셔날아이엔씨,,DART:corpCode
00826161,우리에프앤아이제십육차유동화전문유한회사,우리에프앤아이제십육차유동화전문유한회사,,DART:corpCode
00617794,대신알앤디,대신알앤디,,DART:corpCode
00564793,유니푸로스해운,유니푸로스해운,,DART:corpCode
00491886,리다산업,리다산업,,DART:corpCode
01017441,에치알인베스트먼트,에치알인베스트먼트,,DART:corpCode
01017432,와이앤인베스트먼트,와이앤인베스트먼트,,DART:corpCode
00893792,파치먼트,파치먼트,,DART:corpCode
00487874,미래산업,미래산업,,DART:corpCode
00924746,캠코글로벌31호선박투자회사,캠코글로벌31호선박투자회사,,DART:corpCode
00866840,JS중공업,JS중공업,,DART:corpCode
00924755,캠코글로벌33호선박투자회사,캠코글로벌33호선박투자회사,,DART:corpCode
00785679,삼우에프엠씨,삼우에프엠씨,,DART:corpCode
00298386,도시와사람,도시와사람,,DART:corpCode
00993320,인베스트독산캐슬제일차,인베스트독산캐슬제일차,,DART:corpCode
00679068,썬샤인에너지,썬샤인에너지,,DART:corpCode
00997274,뉴캐슬독산제일차,뉴캐슬독산제일차,,DART:corpCode
00626561,엘아이지엔설팅,엘아이지엔설팅,,DART:corpCode
00183279,안국석유산업,안국석유산업,,DART:corpCode
01019430,세진기업,세진기업,,DART:corpCode
00832162,골드스미스,골드스미스,,DART:corpCode
01041059,엠피,엠피,,DART:corpCode
01046841,옥터스인베스트먼트파트너스,옥터스인베스트먼트파트너스,,DART:corpCode
01076912,포커스옵텍,포커스옵텍,,DART:corpCode
00499620,엠에너지,엠에너지,,DART:corpCode
00812131,태백,태백,,DART:corpCode
01053391,에이피제3에이유동화전문유한회사,에이피제3에이유동화전문유한회사,,DART:corpCode
00993393,아일랜드제이차,아일랜드제이차,,DART:corpCode
01007000,아이비프라하제일차,아이비프라하제일차,,DART:corpCode
00873549,다임홀딩스,다임홀딩스,,DART:corpCode
01035711,엠에스팀엔터테인먼트,엠에스팀엔터테인먼트,,DART:corpCode
01044348,케이디메카텍,케이디메카텍,,DART:corpCode
01044366,신한카드이천십사의이유동화전문유한회사,신한카드이천십사의이유동화전문유한회사,,DART:corpCode
01042614,외환미래에셋제이차유동화전문유한회사,외환미래에셋제이차유동화전문유한회사,,DART:corpCode
00927938,화진철강,화진철강,,DART:corpCode
01078150,소희통상,소희통상,,DART:corpCode
01045888,온포스,온포스,,DART:corpCode
01044445,이너스건설,이너스건설,,DART:corpCode
01007116,아이비프라하제삼차,아이비프라하제삼차,,DART:corpCode
00814014,금평수산,금평수산,,DART:corpCode
00772718,샨다게임즈코리안인베스트먼트리미티드,샨다게임즈코리안인베스트먼트리미티드,,DART:corpCode
00939562,광화전선,광화전선,,DART:corpCode
01045435,아마란타스,아마란타스,,DART:corpCode
01044852,표준정보기술,표준정보기술,,DART:corpCode
01045073,브이플렉스,브이플렉스,,DART:corpCode
00939757,아젤리아제일차,아젤리아제일차,,DART:corpCode
01044418,MarketfieldAssetManagementLLC,MARKETFIELDASSETMANAGEMENTLLC,,DART:corpCode
01043659,썬에이엠씨,썬에이엠씨,,DART:corpCode
01069426,에이치엘프로젝트,에이치엘프로젝트,,DART:corpCode
00501697,고일기업,고일기업,,DART:corpCode
01006728,뉴김포캐슬제이차,뉴김포캐슬제이차,,DART:corpCode
00599373,한진에너지,한진에너지,,DART:corpCode
00428774,글로벌금한제9차유동화전문유한회사,글로벌금한제9차유동화전문유한회사,,DART:corpCode
00442969,두일냉장,두일냉장,,DART:corpCode
00453822,아크피디지코리아,아크피디지코리아,,DART:corpCode
00662554,동북산업양행,동북산업양행,,DART:corpCode
00303004,씨앤씨캐피탈,씨앤씨캐피탈,,DART:corpCode
00881274,오페산업,오페산업,,DART:corpCode
00858513,에스엘앤씨,에스엘앤씨,,DART:corpCode
00862668,피지엠글로벌홀딩스,피지엠글로벌홀딩스,,DART:corpCode
00488484,용호건설,용호건설,,DART:corpCode
00624332,아트티앤에스,아트티앤에스,,DART:corpCode
00448699,삼지,삼지,,DART:corpCode
00692111,환경자원개발,환경자원개발,,DART:corpCode
00846998,도시바테크코리아,도시바테크코리아,,DART:corpCode
00935520,한원,한원,,DART:corpCode
00939359,화성토건,화성토건,,DART:corpCode
00928797,성동종합건설,성동종합건설,,DART:corpCode
00197227,효동건설,효동건설,,DART:corpCode
00173324,경윤하이드로에너지,경윤하이드로에너지,019120,DART:corpCode
00674948,서보디앤씨,서보디앤씨,,DART:corpCode
00665278,지장,지장,,DART:corpCode
00838829,에스엠피오티,에스엠피오티,,DART:corpCode
00535074,에스비인터랙티브,에스비인터랙티브,,DART:corpCode
00820042,일광태양광발전소,일광태양광발전소,,DART:corpCode
00543417,대등공영,대등공영,,DART:corpCode
00954941,아이지엠홀딩스,아이지엠홀딩스,,DART:corpCode
00121729,롯데미도파,롯데미도파,004010,DART:corpCode
00942344,미주씨앤디,미주씨앤디,,DART:corpCode
00515113,넥센산기,넥센산기,,DART:corpCode
00666295,천도,천도,,DART:corpCode
00808226,한화에스브이명장제1호기업인수목적,한화에스브이명장제1호기업인수목적,124050,DART:corpCode
00952624,에이치에스안산,에이치에스안산,,DART:corpCode
00456519,성동산업,성동산업,,DART:corpCode
00766391,엘에이엠산업개발,엘에이엠산업개발,,DART:corpCode
00651202,바이오매스피씨비,바이오매스피씨비,,DART:corpCode
00227519,한솔페이퍼유통,한솔페이퍼유통,,DART:corpCode
00859114,퍼스텍월드,퍼스텍월드,,DART:corpCode
00931773,유아이제육차유동화전문유한회사,유아이제육차유동화전문유한회사,,DART:corpCode
00965576,오프라임,오프라임,,DART:corpCode
00185620,삼윤상사,삼윤상사,,DART:corpCode
00302537,동건해운,동건해운,,DART:corpCode
00944591,지앤이페이퍼텍,지앤이페이퍼텍,,DART:corpCode
00886312,에이원포에버,에이원포에버,,DART:corpCode
00947817,지에프파트너스,지에프파트너스,,DART:corpCode
00162577,셀텍,셀텍,019260,DART:corpCode
00812229,에스비아이앤솔로몬드림기업인수목적,에스비아이앤솔로몬드림기업인수목적,123910,DART:corpCode
00880141,청라씨씨제이차,청라씨CJ차,,DART:corpCode
00877350,알피니스트,알피니스트,,DART:corpCode
00154134,태주,태주,,DART:corpCode
00877998,크레딧투어제십오차,크레딧투어제십오차,,DART:corpCode
00943787,오산에프앤씨제이차,오산에프앤CJ차,,DART:corpCode
00635860,하이엔에이치,하이NH,,DART:corpCode
00785758,이제이씨엠,이제이씨엠,,DART:corpCode
00614283,유상건설,유상건설,,DART:corpCode
00944467,울산북구시민햇빛발전,울산북구시민햇빛발전,,DART:corpCode
00862987,베어링이머징마켓엄브렐라펀드,베어링이머징마켓엄브렐라펀드,,DART:corpCode
00859992,베어링글로벌엄브렐라펀드,베어링글로벌엄브렐라펀드,,DART:corpCode
00854599,베어링인터내셔널엄브렐라펀드,베어링인터내셔널엄브렐라펀드,,DART:corpCode
00755544,우리에이치비제일차유동화전문유한회사,우리에이치비제일차유동화전문유한회사,,DART:corpCode
00643850,우리에프앤아이제육차유동화전문유한회사,우리에프앤아이제육차유동화전문유한회사,,DART:corpCode
00620114,코리아오토밸리오퍼레이션,코리아오토밸리오퍼레이션,,DART:corpCode
00424167,케이이씨디바이스,케이이씨디바이스,,DART:corpCode
00918231,대영산업,대영산업,,DART:corpCode
00354187,가야약품,가야약품,,DART:corpCode
00660051,첨단테크노밸리관리공단,첨단테크노밸리관리공단,,DART:corpCode
00917153,태성스틸,태성스틸,,DART:corpCode
00604453,아이케이스틸,아이케이스틸,,DART:corpCode
01002838,유플러스엘티이제십삼차유동화전문유한회사,유플러스엘티이제십삼차유동화전문유한회사,,DART:corpCode
00470254,한울정보기술,한울정보기술,,DART:corpCode
00958433,신보2013제4차유동화전문유한회사,신보2013제4차유동화전문유한회사,,DART:corpCode
01003350,지앤엠에스테이트,지앤엠에스테이트,,DART:corpCode
00884420,지밸리비즈플라자자산관리,지밸리비즈플라자자산관리,,DART:corpCode
01005419,와이즈모바일제구차유동화전문유한회사,와이즈모바일제구차유동화전문유한회사,,DART:corpCode
01005428,에이스오토인베스트제이십오차유동화전문,에이스오토인베스트제이십오차유동화전문,,DART:corpCode
00906166,시유,시유,,DART:corpCode
00806431,엔에이치코오롱그린1호사모투자전문회사,NH코오롱그린1호사모투자전문회사,,DART:corpCode
01005473,칼제십일차비이유동화전문유한회사,칼제십일차비이유동화전문유한회사,,DART:corpCode
00857754,리본게임즈,리본게임즈,,DART:corpCode
00990226,한길에너지,한길에너지,,DART:corpCode
00989831,한국산업개발,한국산업개발,,DART:corpCode
00940948,한남더힐제삼차,한남더힐제삼차,,DART:corpCode
00859716,대성아트센터,대성아트센터,,DART:corpCode
00372402,셀빅개발,셀빅개발,,DART:corpCode
00863339,대성홀딩스,대성홀딩스,,DART:corpCode
00926319,북한산피에프브이,북한산피에프브이,,DART:corpCode
00998732,PYRAMISGROUPTRUSTFOREMPLOYEEBENEFITPLANS,PYRAMISGROUPTRUSTFOREMPLOYEEBENEFITPLANS,,DART:corpCode
00997742,슈니발렌코리아,슈니발렌코리아,,DART:corpCode
00686208,이에이피지홀딩스1,이에이피지홀딩스1,,DART:corpCode
01005224,코에프씨글로벌헬스케어제1호사모투자전문회사,코에프씨글로벌헬스케어제1호사모투자전문회사,,DART:corpCode
00437028,대성,대성,,DART:corpCode
00607098,나우필,나우필,,DART:corpCode
00994107,코에프씨하나동부프런티어챔프2010의6호사모투자전문회사,코에프씨하나동부프런티어챔프2010의6호사모투자전문회사,,DART:corpCode
00924092,에이스테크시스템,에이스테크시스템,,DART:corpCode
00976943,원창공업,원창공업,,DART:corpCode
00977067,바로크주방가구,바로크주방가구,,DART:corpCode
00977164,PELLOSA,PELLOSA,,DART:corpCode
00977173,디이로지스,디이로지스,,DART:corpCode
00977191,신텍이엔씨,신텍이엔씨,,DART:corpCode
00960739,가이아영제이차,가이아영제이차,,DART:corpCode
00670012,청야해운,청야해운,,DART:corpCode
00818904,인베스트블랙,인베스트블랙,,DART:corpCode
00922359,남양산업,남양산업,,DART:corpCode
00819499,인베스트레드,인베스트레드,,DART:corpCode
00930525,에이엘팔레트,에이엘팔레트,,DART:corpCode
00177719,부강산업개발,부강산업개발,,DART:corpCode
00868592,지벤지단,지벤지단,,DART:corpCode
00572446,웰빙디앤씨,웰빙디앤씨,,DART:corpCode
00807564,이야소프트,이야소프트,,DART:corpCode
00976110,센트럴넷,센트럴넷,,DART:corpCode
00951458,피앤케이산업개발,피앤케이산업개발,,DART:corpCode
00894083,비비임대,비비임대,,DART:corpCode
00982564,인포아이알,인포아이알,,DART:corpCode
00877208,넥스트엔터테인먼트월드,넥스트엔터테인먼트월드,,DART:corpCode
00671181,에스엘디,에스엘디,,DART:corpCode
00863162,스마트에이원,스마트에이원,,DART:corpCode
00989868,뉴상도타운제이차,뉴상도타운제이차,,DART:corpCode
00884846,니모엠앤알,니모엠앤알,,DART:corpCode
00887269,이지케이파트너스,이지케이파트너스,,DART:corpCode
00617961,셀레네,셀레네,,DART:corpCode
00451523,한솔공영,한솔공영,,DART:corpCode
00963125,삼진강구,삼진강구,,DART:corpCode
00478113,한미회계법인,한미회계법인,,DART:corpCode
00916297,명신,명신,,DART:corpCode
00487315,동연산업,동연산업,,DART:corpCode
00536213,킹스웨이해운,킹스웨이해운,,DART:corpCode
00975528,랜드마크아이앤디,랜드마크아이앤디,,DART:corpCode
00484211,리드웨이건설,리드웨이건설,,DART:corpCode
00623573,리드웨이,리드웨이,,DART:corpCode
00973593,닐슨코리아,닐슨코리아,,DART:corpCode
00864709,세븐스트럭쳐,세븐스트럭쳐,,DART:corpCode
00926133,에이치비자산관리,에이치비자산관리,,DART:corpCode
00257723,소모농산,소모농산,,DART:corpCode
00486334,낙원건설,낙원건설,,DART:corpCode
00983475,아세아물산,아세아물산,,DART:corpCode
00983457,피코,피코,,DART:corpCode
00351153,위다스,위다스,056810,DART:corpCode
00987648,세미철강,세미철강,,DART:corpCode
00987684,제일산기,제일산기,,DART:corpCode
00488013,대현테크노월드,대현테크노월드,,DART:corpCode
00972789,코로신대부,코로신대부,,DART:corpCode
00820705,에바텍,에바텍,,DART:corpCode
00938572,유스테크,유스테크,,DART:corpCode
00972451,한스웰,한스웰,,DART:corpCode
